"[all run data]","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts"
,"35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25"
,"17","2","15","14","1","13","15","0","15","15","0","15","21","2","19","18","5","13","14","2","12","13","1","12","13","2","11","14","1","13"
,"17","2","15","14","1","13","15","0","15","15","0","15","20","1","19","18","5","13","14","2","12","13","1","12","13","3","10","14","1","13"
,"17","2","15","14","1","13","15","0","15","15","0","15","20","1","19","18","5","13","14","2","12","13","1","12","13","3","10","14","1","13"
,"17","2","15","14","1","13","15","0","15","14","0","14","20","1","19","18","5","13","14","1","13","13","1","12","13","3","10","14","1","13"
,"16","2","14","14","1","13","15","0","15","14","0","14","20","1","19","18","5","13","14","1","13","13","2","11","13","3","10","14","2","12"
,"16","2","14","14","1","13","15","0","15","14","0","14","20","1","19","18","5","13","14","1","13","13","2","11","13","3","10","14","2","12"
,"16","2","14","14","2","12","15","0","15","14","0","14","20","1","19","18","5","13","14","1","13","13","2","11","13","3","10","13","1","12"
,"16","2","14","14","2","12","15","0","15","14","0","14","20","1","19","18","4","14","14","1","13","13","2","11","13","3","10","13","1","12"
,"16","2","14","14","3","11","15","0","15","14","0","14","20","1","19","18","4","14","14","1","13","13","2","11","13","3","10","13","1","12"
,"16","2","14","14","3","11","15","0","15","14","0","14","20","1","19","18","4","14","14","1","13","13","2","11","13","3","10","13","1","12"
,"16","2","14","14","3","11","15","0","15","14","0","14","20","1","19","18","3","15","14","1","13","13","2","11","13","3","10","13","1","12"
,"16","2","14","14","3","11","15","0","15","14","0","14","20","1","19","17","3","14","14","1","13","13","2","11","13","3","10","13","1","12"
,"16","2","14","14","3","11","15","0","15","14","0","14","20","1","19","17","3","14","14","1","13","13","2","11","13","3","10","13","2","11"
,"16","2","14","14","3","11","15","0","15","14","1","13","20","1","19","17","3","14","14","1","13","13","2","11","13","3","10","13","2","11"
,"16","2","14","14","3","11","15","0","15","14","1","13","20","1","19","17","3","14","14","1","13","13","2","11","13","3","10","13","3","10"
,"16","2","14","14","3","11","15","0","15","14","1","13","20","1","19","17","3","14","14","1","13","13","2","11","13","3","10","13","3","10"
,"16","2","14","14","3","11","15","0","15","14","1","13","20","1","19","17","4","13","14","1","13","13","2","11","13","3","10","13","3","10"
,"16","2","14","14","3","11","15","1","14","14","1","13","20","1","19","17","4","13","14","1","13","12","2","10","13","3","10","13","3","10"
,"16","2","14","14","3","11","15","1","14","14","1","13","20","1","19","17","4","13","14","1","13","12","2","10","13","3","10","13","3","10"
